,content,uuid
6046,Designing and Prototyping a Mobile App with Adobe XD,e9e5736f97564a2498631804b37d171a
6048,Grammar Girl’s Quick and Dirty Tips for Better Writing,59597811c52441a0a9f593741fdbb62f
6051,Introduction to Content Marketing,6c26cb4aa3634aa386c9c120ce2b15d8
6052,Keynote 9 Essential Training,02caae377bdf492e9578b7f318e06f3a
6060,Designing a Data Visualization,72d15a70aaa6494a9a5dd0e1a2cbf55c
6061,Writing Case Studies,4b020c65ca7f4f8b81389eef13febd0a
6064,Creating and Using Textures for Design,a8deef4da22745689eb56dfbdd1e5625
6065,Drawing Vector Graphics: Tribal Illustration,fdbf88ae89874b5a9eac062d43b76764
6066,Developing Visual Campaigns,65b2354ec7b54da38c56da315fab1ea1
6070,Designing a Brochure,0dabaa20428f46a4a17d754e4c239fd9
6071,5-Day Drawing Challenge: Different Ways to Draw,6cf4b00c850d4c829e590c1b9e667feb
6072,Adobe XD: Using UI Kits,64330e1afdf74721b1fbf600b8af7c53
6073,Adobe XD: Prototyping Tips and Tricks,5ae15b9f7d5342db9d3ff07f6023e871
6074,InDesign CC 2019 Essential Training,c0992af24b5e497497c4f213bd47f7fe
6076,Illustrator: Digitizing and Refining Sketches,e39919b2a62c4172b0f77c7e9b335c26
6077,Sketch: Style Guides & Asset Libraries,7dc2ecfb077f4618afef3e36cb0b8d3e
6080,Illustrator for Non-Illustrators,7b8c08cde46d4b059c6b783c7646b43f
6081,UX Foundations: Content Strategy,46633494409645119409e05f920ce40d
6082,InDesign Secrets,a473fbebd1374145873c1959f3870119
6083,Getting Your Website Online,8c4342d796df4cda89fff4c00a4de5ba
6085,Storytelling for Advertising Campaigns,4f7a8554f85a44ab9cfec13e58ca00e9
6086,Infographics: Planning and Wireframing,a438274b536b49f2a2555bfee547938d
6090,Drawing Vector Graphics: Color and Detail,8466cb3c45354d30b39f67f9ca940fc8
6091,Hype Quick Start,93a4f078afb7412195c67344637015c4
6092,Sketch for UX Design,3fe18b2f1f9741dc9546aa47f5c7b327
6094,Affinity Designer for UX Design,e510ca8b1e6e4ee9af221550a94507e9
6095,Creating Infographics with Illustrator (2017),786356a3b5b64545b02b748589d92326
6098,Remixing Techniques: Arranging and Song Form,2030cf8005e5411295854c8586c7cbd8
6100,Learning Infographic Design,e3861e1b1cf94307a1c988d816b5a9bf
6101,InDesign: Beyond the Essentials,3a2b4dd8479d4d0da8dc43fd3695a606
6103,InDesign: Designing Templates,225aa63350fb4d28a5b8b81f711ac371
6104,Creating Brand Identity Assets,2800f28210ec40edb224c4bc58ca6a7c
6105,Creating a Mobile App Interface in After Effects,2285a591dd5f4efda4722a0499501fdf
6108,Graphic Design Foundations: Color,ec1d51e7175344a4a84be16b992bd935
6110,Artist at Work: From Sketch to Finished Vector Illustration,75372e874b12458a9bcbabdbfe96f11b
6113,Learning the Concepts App,c7a461bebf3f4d078c44b524f87c2c98
6114,Adobe Draw for Illustration,5045716557d240c29e97e486537775d7
6115,InDesign: Interactive PDFs,8b25780b76b74e2c9edd0c11a089471e
6117,Deep Work: Rules for Focused Success in a Distracted World (Blinkist Summary),c93392ac7fbb45a198bd57273994c256
6118,Storytelling for Designers,f142e8612e124db7baf0561e7f660b4b
6119,Designing Your Own Online Avatar,48628c726c4f424686c21dc74938bd7a
6120,Draw Better and Faster with Illustrator CC,a0715b4f0b2640fa85c850e8ff848f82
6127,Learning the Adobe Pen Tool,daf89e4d7bf640428b72d0e747d4086e
6128,Illustrator: Tracing Artwork,d535ac2f100148eda85c706d9148ef00
6131,UX Foundations: Style Guides and Design Systems,3e41dcd1ee3c48bd9a18e221165259b4
6132,Illustrator Quick Start,6b69a72f02994f27802bc59b8fc3372c
6134,Web Motion: Animate a CSS Sprite Sheet,290b540a29a049a7b864fa62e0a94b0a
6135,Content Marketing: ROI,cad66d149485412296e182d2973726a7
6136,Music Theory for Songwriters: The Fundamentals,c1b1d2ee3e4f4930b3e2b003b3af274f
6140,Train the Trainer,23a4d0ebbc4147608e41b147c015fca9
6143,Introduction to Test Classes in Salesforce,fdf74f5034c94ca68a43be7899256866
6144,Salesforce Tips,beecf3b9f5c6455c9977d7cd98ac22b6
6145,Learning Salesforce CPQ,fa7ec19b116c400d93856bce56c1f935
6147,Salesforce for Customer Service,9f72b6a4d40b40adb529783d4b3cc3fa
6150,Learn Salesforce 2017: Lightning,b532173b506a41679e9196f01aec2bfa
6154,Retail Sales Management,7aff9ec7d84a4fb9a7142f536308a4fc
6165,Excel Data Visualization: Designing Custom Visualizations,868ae9ed35784a50b35f30c0b83ce549
6167,Windows Quick Tips,d35e32c7b13347478a7f6831b0491008
6173,Excel: Advanced Formatting Techniques (Office 365/Excel 2019),f66ee7e50b204af49d4892fd17f712bd
6185,Learning Squarespace,9ba0562603694a16ad43d1e0ce35b340
6186,MERN Essential Training,4c9a932369a3417ba149b9e55470465c
6187,Design Aesthetics for the Web,38bdfea6d69e4a7eaf379a298c724b5a
6199,Threat Modeling: Tampering in Depth,63db4bea06cd4df796b4d65aea5c2bcc
6214,"PHP Tips, Tricks, and Techniques",59acccab4b3745959457a34b249ab9ba
6217,Making Big Goals Achievable,018f20415d4b4da8b75e721401e0b7b6
6220,Spring 5.0 and Spring Boot 2.0 New Features,f562331458cd4857a4406525b292ec0f
6221,Java EE: Servlets and JavaServer Pages (JSP),e158a691d3e243eeb74f0a2b65bc53c4
6222,Creating Your First RESTful Spring Boot Microservice with JPA (2016),f4c1ac41af05418b8e1caf3849ac4df9
6223,"Extending, Securing, and Dockerizing Spring Boot Microservices",2e1c60dac6a84501837e4b7c9afb5d20
6226,Excel: PivotTables for Beginners,6e0f868f24d34716bbf0a8fa5e21f33f
6240,The Top 10 Project Management Mistakes—and How to Avoid Them,3553408b131a4dce8f19863fc1a0674e
6259,Efficient Python Production Workflows,b246604b7947437aa3bc5545d922477a
6260,Managing Python Projects,c6ba2a45a0da415f88be499fcdd79c68
6271,Mastering Functional JavaScript Libraries,f032eaaa4af74daa8dfaf533ee008bef
6276,Building a Website with Node.js and Express.js (2018),53148ad3c9ae4b648a5013dacf73676e
6277,Creating Your First Android App with Kotlin,e8353dc09d73404c8a800e706e230ed9
6279,Android Development Essential Training: Manage Data with Kotlin,09647acc17bb413699b37ef68710573f
6281,Node.js: Deploying Applications,cedbd43d44f94567aef6137950771bca
6282,Kotlin Essential Training (2018),4b8c7264e7e74bdf9df4a737dcd6931c
6285,Learning Azure Kubernetes Service (AKS),9fa79a62a4af44c3863dde5eb21a4876
6286,Learning Django,4183bc31fdc449769dfa3a5407a11373
6288,Kotlin for Java Developers,940becb52aa5436186dbfc5ac714f41b
6294,Design & Development Workflow with Framer X,fb8e6ba8d4f54019ba39f824546e236d
6300,CompTIA A+ (220-1001) Cert Prep 1: The Basics,202f67f3c2dd4e48b2072fc1feacf111
6301,InDesign: Working with Photoshop and Illustrator,1630b41d2e554549a9d40105adbc411a
6302,Learning Graphic Design: Presentations,79159612337f4fd58e00436acc0abf91
6307,Learning Cinema 4D R21,264a71836cdf40a9890b9bb3127e26fc
6308,Graphic Design Foundations: Typography,2d9e546162e845e3951c469531e16e97
6309,Graphic Design Foundations: Layout and Composition,257a19de947e4411acdb57b14c36506d
6317,Processing: Interactive Data Visualization,7ce3f493027744669fb8906a9b23f0bf
6322,Creating a Responsive Presentation in HTML5,ac73f724fe1f43a98a5b92a2960f175e
6325,Object Oriented Programming with C#,15f7db3474b34f3881b6ab31909e8137
6328,"C# Essential Training:  2 Flow Control, Arrays, and Exception Handling",f7521a3acec74e2db1c4ac131a629c49
6341,Customer Service Strategy,3fe0613774f14f388b929abe5c239105
6343,Leveraging Cloud-Based Machine Learning on Google Cloud Platform: Real World Applications,01322466293c4809bbf56c20bb9590c5
6348,Operations Management Foundations,f7bf0b39677a4bdda48d89e9c9f08878
6352,Big Data Analytics with Hadoop and Apache Spark,71ab012d0b9c43b6a7911d76b7ee0a80
6355,Microsoft Azure: Secure Resources,8323310f2ce44926ba8c8521578a0ea2
6358,CCSP Cert Prep: 3 Cloud Platform and Infrastructure Security,d048bf9072ba406d9a81dd0a6c3f0c0b
6359,Learning Amazon Connect: Create and Manage a Contact Center,71ac81077bee45f5a28bac702c2fa568
6365,Boosting Your Team's Productivity,d8cb9a57546d4152844d41ebe0f27d7c
6370,Learning LinkedIn,88d6ac78abc242eb80fa7e95ea293426
6371,Construction Industry: Productivity,701f679416354ed3bfd12c9ac0a16cea
6376,UX Foundations: Interaction Design,495ca7af82fb4710b49e89d459ea02db
6385,Personal Effectiveness Tips,ecd0aa256cb34762b6d6d141209b1103
6392,Improving Employee Performance,0efd569c7bca41a5befa254e1a159616
6394,Customer Service: Motivating Your Team,f5974a39390b4820bfe1b94f8d8bc5e6
6395,Learn System Center 2016: Operations Manager,fbac5f0aa676431983e738b2512fbb64
6397,Management Foundations: Advanced Applications,8e8dd3b108d7432a8d55cc0027c1927c
6401,Learning from Failure,8db010ed689544dbb6b5b16503cbb628
6402,Florent Groberg on Finding Your Purpose after Active Duty,85169b81ce3546769d85e004dba88128
6403,Gaining Internal Buy-In for Elearning Training,a989a200f13e4e40a65174d9041d060a
6404,Transitioning to Management for Salespeople,446f9ead44b8482fb30a0c696c7b9d66
6418,"Bill George on Self Awareness, Authenticity, and Leadership",7e8282f748ad49bd9501d1cbb68db36f
6422,Delivering Employee Feedback,31f21bb559bf4c6dbbc1d868c79678ec
6424,Business Ethics for Managers and Leaders,842e38b51b6e45f0b826550fdca0d3d1
6428,A Toolkit for Giving and Receiving Better Feedback,d2063ad564b6447ba6e65c7b81b70bef
6433,Work Stories: Experiences that Influence Careers,e7a7358490f84239b2ee5ec4d538effd
6446,Leading with Purpose,84ad6c5313204a27b2adcfe5bb6eb59f
6449,Windows Server 2016: Install and Configure Active Directory,568079b2fc3d4ee796d03e76b5948f83
6450,Code Clinic: C,1550f088101341d3b1804ed67cae192e
6458,Raspberry Pi: GPIO,174440a8db4c4e8d9b183bb73800dd53
6463,C Essential Training: 1 The Basics,389244fc0aed4d6fbc7a4693376722ab
6465,Apache PySpark by Example,08294926aa8445059e321c62c89e8571
6470,Photography: Advanced Composition,0904880088524bcd84c562b1399782be
6472,5-Day Photo Challenge: Landscapes,3a1a63e88b094fe5988fa00efde9ff4a
6473,Understanding the Architectural Design Process,baedb525b88a43ab9e36c8eb61caf53b
6474,Street Photography: Two Hours in a Neighborhood,ba1c4443642a4c7eb30e5d48127b0336
6481,Photoshop CC 2018 Essential Training: The Basics,4833b98d4894458dbe596b74dfac36c2
6482,Learning LinkedIn Recruiter (2017),9ae26b6894404c5c8c3895f174027a2b
6484,Photoshop CC 2019 One-on-One: Fundamentals,b068d77abb0340d5ace650b7a8e13bdd
6489,Revit Architecture: Designing a House,76655495adc84311be98da70312f4435
6492,Learning Bitcoin and Other Cryptocurrencies,aa3e3e5eeff64630a451b9f16b5b3965
6493,AI in Fintech Essential Training,c47eabe97f09404a8a165f511401b1af
6499,"The Data Science of Government and Political Science, with Barton Poulson",ee308c2b7e9b461c83ea3f4241fbb669
6522,Delivering Results with a Business-focused PMO,a658e0a80ba74101b9d27c92b2e65410
6531,Nail Your DevOps Interview,9e20e125a07c4b3d8eae5d5d096190c0
6539,Spring Boot 2.0 Essential Training,13e775d26f7f4fcfb4ea037121211354
6545,Skype for Business Essential Training,42531a5e611f4edfad185429e149c8a7
6555,DevOps Foundations: Chaos Engineering,fd3ff254a52c48c28365ab41158e6768
6557,TeamCity 2017 Essential Training,e696daf41a6f434487ea737134f108b2
6560,Flutter: Part 02 Building Apps,c489a548e5dd44c9927e6f2ceb8855a0
6565,"Algorithmic Trading and Finance Models with Python, R, and Stata Essential Training",7dbf202d456048cdbb7eca95cf6c8237
6570,Introducing AI to Your Organization,fa3073fef4e64515acca22d71639410c
6572,Interviewing Techniques (2017),a2adc8e0f9234690b9a348fa14b5c00d
6575,Interviewing a Job Candidate for Recruiters,0bc9d7c1071a4f5e88fd54097a271b98
6579,Introducing Blue Prism,4689b3bb90ea41609c10adb8f1a942a1
6581,SAP S/4 HANA Financial Accounting Overview,492174fcf0a2420491bc2dc856d8808b
6582,Business Foundations,a96617bc556c4f9da403671310bbeaea
6593,Amazon Web Services Machine Learning Essential Training,3c9757e025a54347b7bb061531607231
6600,Access 2019 Essential Training,93749b2a359545549d04313f887e27ba
6602,Cassandra Data Modeling Essential Training,686a17e8ca8a4136a4e617966d5294e8
6605,UiPath Essential Training,4ef70560a03a4fe7a3eeb85139c83262
6608,Subnetting in Your Head,e17c8fc176ed426c98c1ab90d802f953
6625,WordPress: Contact Forms,dc42fa66df8e4dd09033d4558632caf9
6626,SEO for Social Media,d4106cd9f5624af5b63d5b3362339d26
6627,Microsoft PowerApps Essential Training: Beyond the Basics,f8e35ecec0f94147ae33c43c7b106f45
6631,Blogging for Your Business,9752daa6b3ec48bfa174cf43460adeb6
6635,Microsoft Project 2016 Essential Training,7cc2dbe8665746379188e46f5b305c61
6636,Project Management Foundations: Risk,5f4e9896c6024304a8070cb1899a17a4
6640,SharePoint 365: Advanced Workflows with Nintex,3824b7e269b545cfa22d182c4a1ab479
6641,Microsoft PowerApps Essential Training: The Basics,8ce5cf797b5e41c79b5701c6bcaccc6c
6645,Data Wrangling in R,6fe16c73b8bd4de793957e76471216be
6648,End-to-End JavaScript Testing with Cypress.io,60cbdbb7dcf84bbdb45804e1bf7450f4
6655,Adobe Experience Manager for Marketers,96efa6a8f9bf42538aca36306bb336fa
6657,Filmmaking Forum: Conversations,040a94b9d8214a458f8cd96840d82d78
6660,Database Clinic: MongoDB,e8429f22aa5e4f3cb73d93bd581feb6b
6667,Graphic Design Tips & Tricks Weekly,ef163a187a0a4b1292032419686332ac
6668,Learning Design Research,cc3b4671ab4241c0b2e83f7501d4dca4
6671,Jeffrey Zeldman: 20 years of Web Design and Community,1b73f52fd95847358f5434270c9d7aef
6673,Adobe XD for Designers,6b0fed29ec68418fbc8827860060dcd8
6675,Creative Photography Techniques,5f173991b8ff4cc2baf6959dee7d0b7f
6679,PowerPoint Tips and Tricks,395f624eb69344bebb2a05a7d0f0a24d
6695,Data Science Foundations: Choosing the Right Database,014d5d747460439085e9e75f957ce6c5
6705,Text Analytics and Predictions with Python Essential Training,9f1ac6ad22724637837c98bc552357c0
6706,Processing Text with Python Essential Training,950253d4f7d944b888b9245b2d640973
6707,Google Drive Essential Training,297d91ae6b8745ef91fb1fff752a56df
6716,Architecting Big Data Applications: Real-Time Application Engineering,0a5ac416dd1f402d97898411d04022ea
6718,Google Forms Essential Training (2017),85db627785d448d7a22ba59c25741742
6728,Python: Data Analysis (2015),515d0e023a7d451ba00a634f96cdea90
6730,Introducing Postman,1c5f301d3b0a4a759928870aeb466ca2
6731,Transfer Learning for Images Using PyTorch: Essential Training,7d446d66bdc14fcb9323385281cc26cc
6734,Learning GDPR,5301d445be25447390a0dfd56b79aba5
6735,Google Calendar Advanced Tips and Tricks,ecc6e42b09d84fadbbc9f2c252659eea
6736,Google Sites Essential Training (2017),724a3877fe374a6591ed95547214e84f
6740,Database Clinic: MySQL,4cc7729ad469498b8d979df09bf7e2ad
6747,Google Cloud Video Intelligence API by Example,70968f9df50845db95cd35ece93a6c6f
6748,Google Slides Essential Training,418db09c4a7346808cfad1db1f9eed7e
6750,Google Docs Essential Training,cef841c80db848d9801cb089efc687b2
6751,Unity Medical Visualization: 01 Preparation and Design,73ea4df78edd4b378e1399bd0a5f18ee
6753,Excel 2016: Business Process Analysis,91415db786b541e9a83916da98352496
6754,"Google Apps: Tips, Tricks, and Techniques",eb8170960e7f4c2a8f54b3147e0ba45c
6755,Google Cloud Vision API by Example,7529aab59e36449fbda22b3b0b5bef4d
6756,Learning Amazon SageMaker,8934a1cb0ba841bdb030f0ad648becf8
6759,MEAN Stack and MongoDB: Development Techniques,81043b3a77d94c4c88bc585d87a9d882
6778,Leading through Relationships,a2977d95a24b4468a5eec4b349b7a3de
6783,Product Presentation Workflow,2a2a30a54af340f5960e1fccfd787729
6784,Advanced Persuasive Selling: Persuading Different Personality Types,a466f77408ce499eb07a59232a212d23
6790,Writing in Plain English,66763a0e79ff4d2fb294e77eaa107b41
6798,Office 365 for Administrators: Supporting Users,a4f2bc81224e4ee7b016ca715ebd9973
6805,Photoshop for UX Design,8380cd8d75d848bb8c73a1ba8a780b18
6820,Deploying and Configuring Core TCP/IP Services,d59ee4bb911e4df797c14b00ff993411
6826,Metrics for Product Managers,2f5b2477745d4040adc1745719f9092b
6827,NoSQL Development with DocumentDB in Azure,798b4447e4f74428910b43d6e5f5b0dd
6831,Windows 7 Essential Training,d0229bea035b404c90b4926c922cd327
6834,iPhone and iPad Photography with iOS 12,171a0027468a4aecbdce6f6c6d59162b
6842,A Prolific Music Producer's Workflow for Finishing Tracks,5579f5dccc71413a8340fecca0e34a97
6843,Logic Pro X: Making Beats,ded23a1d4dd649ccafae87ba00ee5383
6845,Learning Synth Programming,ebccf3bf946747cd8e0fa8cd78a64b7d
6846,Learning REAKTOR,807a23e2afe34d85b0052dfb6794f6c8
6848,Photography Foundations: Lenses,a8065811df5646cc802827e849168c63
6849,Learning Modular Synthesis: Eurorack Expansion,6c53b514b6ef44ba8e5c0d3a864ce638
6850,Producing Electronic Music in Logic Pro,693e287002cd468aa86f39e951bd75c1
6851,Logic Pro X Essential Training (2020),686d24ec1f30493aa8bd4d7365ddaffc
6852,One Minute Motivational Tips for Songwriters,fab33f25cb8f44d181db9b326bda44f5
6853,Singing Lessons: 3 Essential Techniques,c9f76ba629534306b0b6857efcd102a3
6856,Photography Foundations: Black and White,ce42ea1c82f545e99dfb78ca8d893e2c
6857,Photography Foundations: Composition,017013c09d9941a6b9e90e088872f13c
6858,Photography 101,955b342afe5b4680a9446ea975eea7f9
6862,Ukulele Lessons: Fundamentals,e5e17604055c4a6ba2aa786d22bf5c01
6863,Piano Lessons: Teach Yourself to Play,f3d6f62f0a6341a28507ebfd8237c3d7
6864,REAKTOR: Advanced Instruments and Effects,2a04dcac99024cf8bcd556055d6ad056
6870,Learning Hadoop,a1df9d8e6e4e4ac681ad167fc08a24c4
6877,SAS® 9.4 Cert Prep: Part 06 Exporting Results,3c1c47f2b3aa4b19adb158f74ba0d80b
6881,Data Dashboards in Power BI,c9ab12b452e24f6cbba14ec51e3b496c
6882,Audio Recording Techniques,c1f57bd4666d4327ae35dd00e5afcf20
6883,Real Recording School Weekly,b7a0b74776294e37b6a266eaf6f3c4f3
6892,Building Trust,930c7e75bd0240c8a3c6f92857d7e3c2
6895,Planning a Small Business Cloud Strategy,fb4e17e3f8de4a049b2e53137363dba4
6901,"Selling with Stories, Part 1: What Makes a Great Story?",216c12c18afd4af088732aac920ff741
6908,Collaborative Leadership,9a4d0b4d5d9443fd8c8b1b90d90d495b
6909,ABAP for SAP Users,ea7abb12547443cb87d6455425c9f63e
6919,Advanced MySQL and MariaDB,ea4ee5777b6c428598d18bd1e7067772
6923,Java: Data Structures,6f8a8c6efb324c689c1b4249dbc6c2c6
6924,SVN for Java Developers,4e11470877ef47a887b7881ac071e6bd
6935,Introducing Maven,c06163576f064764ba8ec433a7638422
6937,Linux System Engineer: Database Servers Using MariaDB,ed2a388b6a0f45239088e383d2266930
6952,Photography Foundations: Mobile Photography,bd88fb00947c4ef48b5a14b768156b3d
6964,Persuasive Selling,c396f29dafa047feaa69dbc68abfa477
6969,R for Data Science: Lunchbreak Lessons,4fc2b9c529d849c4934e6815e0d8298e
6970,Data Visualization in R with ggplot2,4fe282bd25b24dfa90ff192b6992e23e
6983,Organizational Culture,5d37e62c5dd845298f9c354ced4a6119
6988,CompTIA Network+ (N10-007) Cert Prep: 3 The World of TCP/IP,241b26c7b45d456f83be8ffa76f6e522
6993,GitHub Essential Training,c8d80059daff4108bd4c720ada65a191
6997,AngularJS 1: Building a Data-Driven App,105f5618b5d34118bbf1766232e20423
6999,Learning AngularJS 1,9630150cdfde43259e2bc135961609a9
7001,Capture One Pro 12 Essential Training,ff61db3ef4454a69b4d617f15fb49a6f
7015,Learning Power BI Desktop,bcf8852e5cf6405a9d2e411673386897
7019,GraphQL Essential Training,c816eed3201d434384ce0ff4f41a0394
7020,Security Tips,9bae906fa9d14c2b9aaa23390b348382
7022,HTML5: Geolocation,a6179ae134c345faba43769b5f925574
7026,HTTP/2: Developing for Performance,b500cda2942d4cd79da94ba0b0029055
7030,Ethical Hacking: Website and Web Application Testing,623573252f5f4a3c985c2074dd858cc3
7034,Achieving GDPR Compliance with Microsoft Technologies,d8f81ecd1b7a409b9dfe05c05e04a8ba
7035,GDPR for Marketers,9711fd23fe0d4b668bb076231f92deaf
7038,Learning ServiceNow,bfc1046b77a9438aa800a3f1a240d7f5
7040,Learning Chrome Web Developer Tools (2017),b462db48a2fb4636b5f8125681a82735
7041,Learning Enterprise Web Application Performance,a244a15ad71440a69a5b768bc79912a0
7044,Captivate 8: Mobile and Responsive Design,f8e237150178454b9f61351c772d41e2
7050,Customer Insights and Consumer Analytics for Organizations: Tools and Analysis,3b3f32ef38e14043a48de0d5007a1bbf
7055,Advanced npm,911d49327af042dcae1118992528ab92
7056,Building APIs with Swagger and the OpenAPI Specification,68e523d36e7a49c69090fa9dffeb0ba5
7059,SketchUp for Architecture: Details,20e42d24bdc2460d953db97d27f64f23
7074,Leading with Values,feb71bd792354aa8b61d20e1d2588efb
7075,Tech Soft Skills: Interviewing Developers,a991e2d833b9401cad4c1b5eb8872e89
7077,Office 365: Implement Identities for SSO,a46e4a5c824e467dafd2eff54b328316
7078,SSCP Cert Prep: 6 Networks and Communications Security,3f09043f8ba2496abdaa4d81c6f6a8af
7079,Amazon Web Services: High Availability,c209b216d3044c20b32de88b748e5f38
7080,Java EE: Design Patterns and Architecture,4e08eddc6e7f481bbf5b8184cf763e39
7084,Running a Photography Business: Pricing Your Work,81d83cc290594a30b6f7f5fcb8c6295a
7086,Ethical Hacking: Denial of Service,84152ff6ff3e462c9194aa838f893ac1
7089,Android Development Essential Training: App Architecture with Kotlin,666a18ccb6ef4e5788cb95b7834f1572
7093,Mastering Web Developer Interview Code,59c5367769bd40c787542abbe0ff771f
7094,Building an Android App with Architecture Components,ca166a7b9b424c8f8c59387cf1ffcbc4
7095,Flutter: Part 01 Introduction,18a24f676cda46fdabeb4eab13f8609a
7103,Salesforce Administrator Cert Prep: 2 Security and Data Model,cd7816de9e2c46ee8c2d47c3720b13bd
7104,Salesforce Administrator Cert Prep: 5 Analytics and Mobile Administration,484cbc8e7aac478f87f2fb5733435ca5
7105,Salesforce Administrator Cert Prep: The Basics,b2e3b10343a3439a8d3f3bb0b001c35b
7108,"iOS 13 Development Essential Training: 1 Fundamentals, UI, and Architecture",f836f77206794470a0aef038118496df
7110,JavaScript for Web Designers (2016),1003f00710794a1298f5ce746adb1113
7111,"iOS 13 Development Essential Training: 2 Web Content, Views, and Distribution",92b34b61d36543eab4f4bf009a6575d5
7115,Swift 4 Essential Training,ce80e1c4f6ed471b81d8b9474575cfac
7123,Managing Your Sales Territory,3aab16911f4d47daa8b8974a7c117226
7125,Amazon Web Services: Data Services (2015),903575b5898241108cede65490a704ef
7126,"Building Applications with Angular, ASP.NET Core, and Entity Framework Core",ebab44eef4fb4cb68ca052c26399eba0
7133,Microsoft Teams Bot Development,245a00148fa9475eb4f62280d5a1aa44
7134,Graphic Facilitation for Productive Team Meetings,9aba5b2b34b648d3bccd66323d87ac3f
7147,The Persuasion Code: The Neuroscience of Sales,baa3d1e252964cb1b930194185b90024
7150,Photo Restoration: Removing Paper Texture,423bf4e469a245e098ef468b7da1f3ac
7151,Audio for Video Editors: Essential Terms,7408cb84a7b649499af7d02c79f4ef1a
7153,Digital Audio Foundations,8a1bb32052b14aa2bb69a3b840216c9a
7155,Learning Modular Synthesis: Arturia Modular V,50689db18ebc4207b971663a36077939
7184,CSS Shorts,269d4934655b4d5a878fe8da507d184f
7185,CSS: Selectors,e2fc16ae001a4cd683d581a330da3b45
7189,Making Sense of the CSS Box Model,c0e2ffa65e6a40f9a5ccf3a9e510374f
7194,Learning Computer Forensics,45a38bb45a1541f59bb4c20aaa700b40
7209,Spring Boot 1.0 Essential Training,be6959c3ee0e44508484b5a9ac205bd1
7210,Java EE: RESTful Service with JAX-RS 2.0,71b0b48b69f14221af0e3bc80445a4ba
7216,Exam Tips: Microsoft Azure Architect Design (AZ-301),cdb8e206cba74ce2a93ceeaa51b7d8cb
7218,Working with Prehire Assessments,6e9e32a445fd4e128194552942c677f8
7222,Building a Talent Pipeline from New Recruits to Leadership,4707c43805924cab9f602f23abbed906
7223,Advanced iOS Development: Working with APIs,1820896966124a66803a0dfc350f3e9c
7225,Managing Career Burnout,6e94fc32228d4958b4404e9dfab3d137
7240,JavaScript and JSON: Integration Techniques,b3e7ee1439d94df28e31cf26ec068ea2
7250,CySA+ (CS0-002) Cert Prep: 3 Identity and Access Management,d0a654bcf50d40a0bb537179e13a83bb
7255,Gaining Skills with LinkedIn Learning (2016),24aada650cad49b28f3c41a5b7a1af42
7262,Linux: Package Managers and Repositories,b7f4444d07b44a019ae88ab055d44a57
7270,Swift 5: Protocol-Oriented Programming,be6e567c905442d482b4b9c6ba66c232
7273,Objective-C Essential Training,5cdf2521921445fcb450e325e8bbf6a4
7276,Windows Presentation Foundation: 1 Build Dramatic Desktop Applications,abb1e3a94efb44a1b56dc704c125c4e5
7278,Building and Securing RESTful APIs in ASP.NET Core,5b048c8cfbcd467595d6bf23c18bbaf0
7283,Java EE: Bean Validation,1f0529881ef34f02bd1172ae96455cc2
7288,Introduction to Cloud Computing for IT Pros,c8cc2d5386dc43708e21c9e21b2acda2
7289,Learn System Center 2016: Virtual Machine Manager,447ef448be6a4f4887b87cb4abf0a5a8
7304,Developing Adaptable Managers,66661228a89b4e46a17bf68a410bac7e
7305,Developing Managers in Organizations,a330c16fe22743eda430ee1b50874b94
7309,The Surprising Power of Seeing People as People,ad84dc08f03440e18ca78236ef0a9ea8
7310,Simple Manager Tools that Cure the Under-Management Epidemic,6a424989bcc44c5b94dfd080c294dda6
7312,Succeeding as a First-Time Tech Manager,a01df9b1dd2b4677adad3c2abfeacc38
7314,Talent Management,1535f42071ed4a259b88f7f48e470e3e
7315,Machine Learning for iOS: Core ML and Create ML,70d72b3c5c72430c8d434a456edcc756
7334,IT Service Desk: Customer Service Fundamentals,960540bcd5e646e6b770b7f637108ffc
7348,Flutter: Part 03 Flutter Widgets,29881d0f3749464ca9a1525436b2e41a
7350,Learning Google Flutter for Mobile Developers,3376fd667f7945d69a6a75c861ae4951
7351,Advertising on Facebook,49899a721fc140b6887d2193447c51ea
7359,Svelte: First Look,bcda8730c0bf4980919f247687beef2e
7364,Sibelius 6 Essential Training,2e833540d3f84e69ae377abf87495088
7366,Building an Ubuntu Home Server,99485224d2f94ec1a13b7a3cbc879a64
7373,Migrating from Google Drive to SharePoint,6d763942cb5b4cfaa5321c478c847beb
7374,Migrating from Google Apps to Office 365 Business or Enterprise,da9b68096f2b43c29849f3dbc0ccb18f
7375,Office 365: Provision SharePoint Online Site Collections,1ea1226ddad64fbb8e14b58a75260c58
7378,React: Ecosystems,f655462ccd794c3295b177a537bf5804
7379,Edge Analytics: IoT and Data Science,c2219f9d7b9241d89442818de2394765
7385,Cloud Complexity Management for Multicloud Deployments,cfed7881626a46b7b612ad8333876f9a
7388,iOS App Development: Core ML,5db0eb0adbb04eb38593bc51e9c99d23
7390,Learning npm the Node Package Manager,5b16d74c2348417a8ca88a59a5b9e1b3
7396,Robotic Process Automation: Tech Primer,af379308c00747548fdbebf3f44bf5bc
7419,A3 Problem Solving for Continuous Improvement,26b64cd0b7a44678857be2a454bc454f
7421,OneDrive for Business Essential Training,30ae37a0e494477d9d54d2e848170a39
7424,Microsoft 365 Essential Training,8a39bae188014418b440d58c1d81f607
