,content,uuid
17359,Intermediate: Learn to Program Python - Crafting Quality Code,19545c8442c24cb7ab46697c10906514
17436,NPI: IOx - AC8 - IoTBU,4d96d15c657a40cea6688cd2931b3e24
17486,NPI:CUCM 8.5,fd28cef327e54d7498bbe5e4ccee0a27
17595,Configuring a Cisco PowerKEY DVB System,8a583fa7649948f4a2134a8a39027a8c
17596,Introduction to PowerKey DVB,4fe0d434c2c141669935c35ae18abe41
17597,NPI: PowerKEY Conditional Access System Gateway 3.0 PCG,040a1c8b577a409e8fd5d180d44eb3c0
17598,NPI: RFGW-10 Video TAC Training,f3d9e9a09fa04eecac4ce84db22000d0
17599,RFGW-1 RF Gateway Advanced Video Training,131eeca6335c43049118601f4c6a3cf3
17600,RFGW-1 RF Gateway In-depth Video Training,e6cf95043dd94a8aa36d787af6b5b48e
17614,NPI: Application Policy Infrastructure Controller-Enterprise Module - APIC-EM - EBBU,5ec00f5ba9c743b483b33478f4f7cc96
17638,Curriculum Assessment and Survey - FA Process for TAC/HTTS Case Creator,a13cf89730704a47a0269231bb7851ce
17655,Cisco Failure Analysis - Analyze Process,ba9408364cb94f01afbe626f1cac7f44
17659,Cisco Failure Analysis - Resolve Process,2fc9417b189b4454bc90c8b61fc26bf9
17660,"Cisco Failure Analysis - Updating, Presenting, and Closing FA Cases",d07a41792127429a802638ab4155e2e6
17661,Curriculum Assessment and Survey - FA Process for Failure Analysis Engineer,f94c6f689b0e46bfaef5f9916aecd219
17670,NPI: Spark Room OS - F5343 Branding and customization -  CVTG,d6c8bf04f697482285343973e580d6ea
17711,POPS: Navigating and Using the Capital Management Tool,2307f23c75f5449f857d2bab6320f06d
17807,NPI: Collaboration Endpoint Software - CE - 8.2,b334920d03d449d99515bf524192519c
17814,NPI: Nano- WAN Interface Module - Long Time Evolution - Asia - SW-WIM LTE 4G - AS - 4G - ENGBU (Enterprise Networking Group),39fd62f075c14f5d9005d28ceb6a548b
17832,ENG: Understanding the Millennial Generation,635b3d38d9e8499c9ad1911a988eda1d
17915,NPI: TrustSec Solution Release - 6.2 - Aquarius AC4,a1f39b10f79f4e11a620e402f28a6f7d
17917,NPI: Spark Enterprise Readiness - Feature Collection -CVTG,1d10977c0265490099ecd15fa5778cff
17918,NPI: Spark Meetings - Feature Collection - CLOUD COLLABORATION,6cf1a9b18018481f983542f638daabce
17919,NPI: Spark Meetings CMR Service CMR 4.0 Architecture Overview for Tech Support team - CCTG,a2f576bba7774dbba3b0a972f4fda3eb
17966,Cisco Lean:  End-to-End Supply Chain,412030303b934e1fa4b69aeacedd2884
18000,NPI: Tetration 1.103.1.10 Archimedes+ INSBU,45f28526952e4011a23ac5f935a80126
18094,Compliance: Working Safely at Customer Locations,f4b9ab7e4aaa4a58ab6803f4f14546dc
18128,Network Management Systems (NMS) Training Portal,01c9947d85a14873b565beb175fb618d
18155,NPI: Webex Meeting Center - IP Dialing/Call Flow Troubleshooting for TAC Support Teams,291e310ae96c4edf8146f7fed0b41ac1
18161,Services NET Manager: Data,a8c566b40c4d45208ad9b73c701863f8
18162,Services NET Manager: SSOT Processes,4b796dad049140d59cc91f601907e9b6
18200,NPI: Starter Solution for Kinetic Connected Refinery - Starter Solution for Kinetic Connected Refinery,125e0f67e2ec417b847c5fc40315e05d
18252,NPI: Remote Expert Mobile for UCCE & UCCX - REM/UCCE - 11.6 (1),e4250b7a91a149dd9b37d2fa6e2f0720
18299,Principles of Strategic Pricing Concepts,723dbdcd669e4924b9c570d3a6b5c1eb
18334,"Finance Non-EMS Class, 4 Hours",0d2eaf23fdf54cbaa288e18d594b80e0
18425,NPI: Cisco Prime Access Registrar(CPAR) Advanced Training (Post FCS),8bdbb423bdd84288bc399bb9a968e674
18431,"GM Walk Module 1, Overview",d37c63825d254c17ad3dbb020cb7db8f
18432,"GM Walk Module 2, Navigation",bb440b58ec654adfa49347c2f11a853b
18502,NPI: Firepower Extensible Operating System - FXOS - 1.1.3 - Holland Park - SourceFire (SFBU),9c97279930a64ebbaae53398ee85bb33
18552,Continuous Delivery: Scaled Agile Framework (SAFe) - Implementing SAFe,bb85fa11831d42d1829b7c35f0c9af55
18574,NPI: Nexus 9K and 3K Maintenance Release - - NX-OS .7.0.3.I2.2.bin - Camden MR1 - INSBU (Insieme Networking Systems BU),290150cb46344085b104cc9234632e98
18652,NPI: ACI OpenStack - 2.0 -  INSBU,c63f10c5b0524a939e6a7acbd13db6da
18654,NPI: Smart Connected City (Cisco Digital Platform 3.1) -Smart Connected City (Cisco Digital Platform 3.1) - Connected Industries Business Unit (CIBU),3aa5764006094b78aa980839964c22b2
18660,NPI: Polaris 16.6.1 Release - Polaris 16.6.1 Release,e872d4b455b14372ba8eded06cab7422
18671,802.1x Enforcement on Catalyst Switches,f63f00a9cade444984bfeaaf65eab476
18672,CTT-TAC:QoS On-Line Boot Camp,6d93fd8f26e74565aaa813c1b0680893
18680,NPI: IOS 1.0 15.1(2)SY (MK1.0),7c274f43b4c74cf5873ed8ff1e035d05
18800,Hardware Lifecycle Milestones,b97b4d1a989f435e8870d5249308fd50
18829,NPI: Nexus TETRATION  - 2.2.1.x - Descartes (D Release) - INSBU,76e30ed9adae499d908d8e461a6df689
18840,Compliance: Office Contractor Safety Training - internal,c66d50868131484bbedc571a6bb6413c
18904,CCDE Practical Exam ($480),2cc1bee9e87a44f8985ae8b6540fabb2
18925,NPI: Mobility Service Engine Hardware: MSE 3365 - - - Huron - WNBU,7c16701c3a234f4eb845d4b8e667ce31
19040,Advanced Malware Protection (AMP)  for Endpoints Level 1,79bfce5e951c446ea2ce47b4d9cdeb57
19051,Cisco Expert Level Training for CCIE RS PREFR,2f4a9f863df64594b1ba50e4f2729516
19156,NPI: Mesh Troubleshooting,1148fdba1b0444628ed867e8d5e99c98
19158,Account Reconcilation Policy Training,33b4c9c26f1d49ad888f711aebcc01b7
19162,Module 6: Intercompany Accounting,c8de362cac7d41ec97585aae7667817b
19276,NPI: Cisco IOS-XE feature release for Catalyst 3K platforms - - 16.5.1 - Everest - UABU,6c9a5ee1f9a044f9bb66ae65efd48254
19308,NPI: Nexus 1000V and Nexus 1010 Overview-,a3c7d7af27174c6484d992aa47dc3b11
19483,Advanced Malware Protection (AMP)   Technology Training for Project Managers,2882db1b17de42929867259eb9666136
19499,ENG: COT ASIC Design Process (CADP),2feba10481b442728fd4ced98dada7c7
19616,"NPI: Snort IPS on ISR, ISRv and CSR - SRGBU",44772511acf448c1a30e080fd7ad22cd
19804,"NPI: Synergy Lite 12.1, IP Conference Phone CP-8832 -12.1 Phase II - (Volantis Phase II) - UCTG",cf5c850bba4d4d04889d0d8b38d27d92
19894,Cisco PLM - Software Product Data Management (SWPDM) Commercial Specialist,d296068a4d5a455ea51594a038c4b546
19962,Policy Basics,2e427dce4249420f9db74e8c6d0397b6
19963,TS Vendor Management Training,77773c5c9ca549e79a5cb5ed8ad0083a
19978,Revenue Forecasting Policy Updates,d5984b443b584c739a556c24c5cb9900
20035,NPI: Firepower Migration Tool,4f0967e413fb4b29abf8ba938136f998
20038,NPI: Cisco SFP Family - SFP-10/25G-CSR-S - Transceiver Module Group (TMGBU),45c59553bf014c7a93e6e29ec1e226b5
20084,Continuous Improvement:: Black Belt Certification,eb6a42765f174e3690343117dd42369b
20092,Cisco Policy Awareness,79af3017c80c4034ac460bf65fba73be
20153,Englc: CRDC New Star Program Orientation,2d391c8172e547b5ba84dbcf4279b4ee
20214,Module 2: Policies and Processes Important to Close Process,892408aea7ad4d4ca076bff8158ebcd8
20218,Cisco TAC CCNA IVND2 Boot Camp,3cf3bbf5df324f89ba269f042bb5bc91
20232,SCP 101: Supply Collaboration Platform Overview and Navigation,560da4ccc90b4cf790585ef784082dd7
20291,TheU: Adobe Workspace & Activity Map Training for Global Digital Team,73bc0e4dfd744ac7b660e119da301aa4
20308,Design Thinking for Results,a627ff5d45544374ae8989db9aa67760
20336,NPI: Cisco Meeting Application  CMA - 1.9  CVTG,21e595e6a47c423495cc596cce4ff233
20357,Cisco Agile Product Data Management (PDM) Creating a Manufacturer Part Number (MPN) and adding it to the Approved Manufacturer List (AML),f8edff61a2f94d1b93503916f2fe40c0
20358,Cisco Agile Product Data Management (PDM) Creating and Extending a Deviation,43b03f587bce42af94db2a3e02b4d8c5
20359,Cisco Agile Product Data Management (PDM) Creating and Releasing a Document object to Draft Lifecycle Phase,fc22e9a150734342a422716ed79cf842
20360,Cisco Agile Product Data Management (PDM) Releasing a Document object to Production,35905489c7ec46a680e15c8d34aa09ec
20361,Cisco Agile Product Data Management (PDM) Releasing a Non-Commodity Part or Product ID (PID) to Production,e547ea1b886640bab886294e3058e25a
20362,Cisco Agile Product Data Management (PDM) Working with a Document Object in Draft Lifecycle Phase,2e6413c69a2c4e4e9913c767d843a056
20363,Cisco Agile Product Data Management (PDM) Working with a Document Object in Production Lifecycle Phase,0123dda9afa24979b47596fdfb487750
20365,Cisco Agile Product Data Management (PDM) Working with a Non-Commodity Part in Prototype,c35b10b15eed4b20bf32e2a18d3aae39
20366,Cisco Agile Product Data Management (PDM) training for Structuring Bills of Materials (BOMs),b59bef920ee243b2a03e502ac98b0f7c
20367,Cisco PLM - Software Product Data Management (SWPDM) Software Process Overview,849d906780304355a31419a8b3441460
20368,Key West Overview,cce901c063b8480e87b5f9a63db85429
20412,"NPI: CVG, Network Function Virtualization Infrasture Solution - NFV - 1.0 -  Cloud Network Services Group (CNSG)",9a5633759e3e409f88c97f39ce1a4043
20438,NPI: TelePresence Video Communication Server & Expressway Series - VCS - X8.5 - (Pavlov\'s Dog) - Collaboration Infrastructure BU (CIBU),2151bfa3987d43a2adfb3ffeb84bd612
20449,Meraki,8f22903b04974a9585ff3d5df5e3fbb6
20621,NPI: FAN - Mackinac Ph3- IOTSS - FAN - Mackinac Ph3- IOTSS,3598dcc4231a4c43aac0ead6c2506575
20706,Special Handling Notes,d7944745953f4ffdb3b2803e4f382c81
20767,New Leader Program (NLP),c955d7377d8440939a23e194fd6a0813
20833,CAE Unified Computing System (UCS) Bootcamp,8b1e485c1cf34beaa13a713a357cd18e
20861,NPI: APIC-DK9-1.0 & ACI-N9KDK9-11.0 Maintenance Release 1 - M1 - Amazon M1 - INSBU (Insieme Networking Systems BU),59e6c5435916440bbf67f13383f9136b
20883,Supply Chain University¿s Development Day Breakout Session: Data Science Fundamentals,8dced3394a1044cf8d1b4c404e152712
20885,NPI: Nexus 7000 HW & SW Release - - 7.3(0)DX(1) - Helsinki 2 - Unified Fabrics Storage Switching Product Group(UFSSPG),e1c089357f654ec59de004c6805a1d5f
20887,NPI: Nexus 7000 Software release -  8.0.1 - Atherton - Data Centre Core Switching Group (DCCSG),a620a98595314c7b8091b337bb1b3019
20888,NPI: Nexus 7000 Software release - - 8.2.1 - Beverly Hills - Data Centre Core Switching Group (DCCSG,fd17d270151e4f6b9f020515d09d3e35
21008,NPI: Cisco Umbrella Branch (Formerly OpenDNS) Serviceability Enhancements 16.4.1 CSG PD Routing Security,3fbf5267556d4006ab0badcc697248c4
21064,NPI Quality Training,45f60f2036e240b28128f5cca4301642
21084,Introduction to Cisco UCS B-Series,8dafd273cba848d79a4a12937885412b
21204,NPI: Nexus 2000 / 5000 / 6000 Software Release - - 7.1(1)N1(1) - Iluka-Plus-MR1 - SFPG - Server Access Virtualization (SAVBU),50c6aad6ad1341aebd60c0854552be6e
21208,Leveraging Transformational Methodologies,8dcfe440eb5c473d943402e541cbbf58
21213,"NPI: Optical Transport Network (OTN), Virtual Container over Packet (VCOP), and Circuit Emulation (CEM) on Network Convergence System (NCS) 4200 - SPAG",27ac2049289940a5a56618b04f2ea3b1
21257,Introduction to Orders and Ordering,1ef52d512f204c21937de5914c0014d1
21326,FY18 Day One Connection Orientation,be580f968bac456a9dfceace8e73365e
21356,NPI: CloudCenter - 4.9.0 - CPSGBU,95b02ebbe679478b9ccfd07fa43d139a
21415,NPI: Context Service - UCCE/UCCX -  11.5 (1),10ea249fba8f4220bda42e6328bc3650
21445,NPI: Cisco Unified Intelligence Center (CUIC for UCCE) 11.6(1) - CUIC/UCCE - 11.6 (1),37f1acc7105c4b98a5a6943a2c2a1293
21529,Innovation Capability Foundation Training (ICFT),015f14f32e934a4187eb4fbb9e1b762b
21573,"NPI: Contiv installation, setup, verification and walkthrough - SAVBU",4e26d67f01cf46398870ed3751b5d9c2
21577,NPI: Cisco Prime Infrastructure - PI - 3.2 FIPS - CSG,3ca2d3952a3d4dee9d17f02bd71ef492
21617,NPI: Cisco Prime Infrastructure - - PI - 2.2.1 Wireless Tech Pack-1 (Conv Access/Meraki) & Tech Pack -2 (Data Center),841a47960b9c43d0b61ca92846d06bbd
21618,NPI: HANA SAP Scale Out Training,cb56b07eb5d346f99340777c152e5154
21620,NPI: UCSM VMware vCenter 1.0.2 - TPI - 1.0.2 - UCSM VMware vCenter 1.0.2 - SAVBU,3615d4e1da984f2e82e954cb17fc38cc
21639,NPI: Cisco Catalyst 6500 IOS Release - C6500 - 15.2(1)SY - Mount Kilauea2 - EBBU,d3cc2278219947d08797d449cda3c587
21699,Unified Contact Center Enterprise (UCCE)  Level 1,8c85942e8e074748a2d2774c6b6d4026
21700,Unified Contact Center Enterprise (UCCE)  Level 2 - Technology,9539db7c761b4b8da3fbd6344e555559
21745,SAVM Structured Account Templates,d7a4a7cc029e4228a76c510ce30d60ab
21760,NPI: UCS C220 M3 and UCS C240 M3 Rack Mount Servers,564c48e778cf4e2a945085a2310fcc44
21761,NPI:UCS-C210M1-xxx,8202090f24b14d5ba527a29c71aa1dc1
21805,"TheU: Street Smarts:  How to make work, WORK for U!",247918f79afd4c9d82c5fa474a8dc60f
21827,TheU: Partner Marketing Central (PMC) Training - Content Syndication and Web Plugins,e0fa75c8eb9944da9604a7ae65ece721
21828,TheU: Partner Marketing Central Introduction,a080e831aa404ec7ad0f567aa9c5f843
21838,TheU: Getting to know Cisco Services,47bee70ac7774ef79858af94de718df4
21939,EngEMEAR: TensorFlow Deep Learning,8a06194f133d40229d7f89c532eab268
21945,AS Estimator Direct Mode Training,dcd9655e0b7e46a58d4372dff6cb7968
21987,Lead Generation Training,abd1a88f702648c69cbdf7855cf4dc92
22025,Systems Integrator Hierarchy,48d44bce24c1492aa34242d9c87fa4c0
22103,NPI: Spark Room OS - Feature Collection -  CVTG,c4c03dfa61fd4f369a2fe3146532f994
22147,NPI: Spark Room - F6647 - Spark - Support for 802.1X via Touch 10 -  CVTG,e7cbc4d043ba4992a1909fafa5a7c648
22241,NPI: Application Policy Infrastructure Controller Enterprise Module - EasyQoS App 1.4 CVG,91ef4fc2086a4392b0f5c14300ab786b
22387,Englc: From Backpack to Professional Effective Communication & Time Management,a81f2ed383a440ef890ed4b0d904fbe8
22392,Eloqua Foundational+ Training Session 1: The Art of Segmentation ¿ Introduction to Eloqua Data Entities and Mastering Contacts,11be0780e1ba40cba7372e17f9570bf0
22421,NPI: Cloud Services Router (CSR) 1000 (Ultra 1.0-1.1),d9daba25b3424b85b95d7581bf1e8178
22422,NPI: Polaris 16.5.1 Release,797fff9e43f14be6a7e998be29d6a352
22423,NPI: Umbrella Resolver for IWAN DCASecurity Features - Polaris 16.7 - CSG PD Routing Security,351d755ca81b4f4e8939ea08633106bb
22445,JDM / ODM / OEM Overview,e247e194b7784c9c81bb8366856dc75a
22446,New Hire Onboarding Day 1,f426571ec6c04a2a92135df401659c27
22447,SCPM Portal Tool Module 1: Overview,e537201457d3415f83166185e732b32e
22448,SCPM Portal Tool Module 2: Data Source Considerations,eff696de72d74e408e62d1b41d592f0d
22449,SCPM Portal Tool Module 3: Program Information,56816b6ca61d4913b6fd0c8d8c6ddee9
22450,SCPM Portal Tool Module 6: Purchase Order Instruction (POI),78bad7b311cd481db42bfba3582f059b
22451,SCPM training for LCCM and PCAM,3ccfbd2bab654a9baafed9f1a48db05e
22490,Quote to Cash Overview,dbc973bcc6af499f8c6bf58f63ce3413
22491,Sales Order Workbench (SOWB),b49b1042f65f42c1bab78b6c004e26c8
22554,CTO 307: Simulated Cost Roll-Up Reporting,58e6ff2b1ec0401d8152e86e94e7c3a1
22555,CTO 330: End to End EDI Process Training,273c0f6d7c134b36892f68eee9a96248
22556,Cisco Agile Product Data Management (PDM) Commodity Codes,f991d34cd9aa4bf5b4aceb20fa86d26c
22557,Cisco Agile Product Data Management (PDM) Item for Review (IFR) Process,d2bd6b7b0fa7477dbd0612236edaa468
22560,Cisco Agile Product Data Management (PDM) Supplier Visibility,051974bc44a0470fa00365f83d5c132f
22561,Cisco PLM - Software Product Data Management (SWPDM) Configuration Specialist,d164b987780844a6a0e2baece6be33ae
22565,IECEx  Critical Flag,c191d657a3d54d8b8efa51be2a9efdc9
22569,NPI Ramp Planning Process,8c1790d6832b4f3d80adcbe080b05bab
22571,New NPI Ramp Planning Process,d8a27915e193414fb5ee807deff776a7
22572,New Product Introduction Costing for Product Ops,539af54293ae47619995bcace5d1d925
22573,ODM Process Overview for Product Operations,e7e9616204674523966c09c14215abf0
22576,PSL Attribute Visibility,a6fa2706b05f42fbbdf707c3cbbd5a6f
22577,Product Cost Management Tool Life Cycle Cost Management Training,152af1a760114a74b8ae256d379f682c
22578,Reassignment Request,e56253ceb7044b7199305c494db0a696
22582,SCPM Portal Tool Module 4: Diagnostics and Troubleshooting,fd362bc90f1b4776ac01fab6e93b335a
22583,"SCPM Portal Tool Module 5: Reporting, Forecasting, and EDI",57624e00f79f4e7b906e59641ed5db76
22586,Supply Chain Operations Functional Overview: Product Operations,a9effdcb10044eab9277b98fde4975c3
22661,NPI: Spark Board OS - Feature Collection -CVTG,e4bb3689dadf46d7b0289e097a6800e6
22692,NPI: Cisco Emergency Responder - CER 10.0 - Fire Bike-,f8296851c34f47c69dde2b6fdb240e6a
22779,NPI:Cisco Call Manager Troubleshooting - SDL Traces Training - Vod,6082e8efd78a4d01a13ed5c2bdd4c999
22821,NPI: Firepower Threat Defense - FTD - 6.2.2,574b9a022e4c47b4b24a61a8ab7cf1dd
22836,Cisco SmartTracker,46d5a1e66f8a4a32a2f02aea70646469
22872,NPI: Cisco Security Manager - 4.17 - Okinawa,3490b2cb089d459ab99e884a8ad145a6
22896,CPS Learning Forum: New Software Teams in CPS,3e068f48aed74cc89a05b49893d02de4
22905,Introduction to HTML and JavaScript,864d84658fdb454c9162fe63fca609f9
22961,Englc: From Backpack to Professional Understanding Cross-Culture Impacts & Effective Business Email Writing,6a67b44ac7fb402ea271d2c581702083
22964,NPI: NPI Training for Nexus Data Broker Release 3.0 - INSBU,81f519f685f14360863ad66f17674957
23127,The Explorer Journey Coaching Program,54e261b272b1485683fa3ad49b87b610
23245,Cisco Service Contract Center Internal Assessment,591b3f43c810418baaba19bfdd94735e
23266,Compliance: Intro to C-Worker VoD,2dacfa528aaf46918daf2891deed74e1
23347,Country of Origin (CORD) Training,bcfa4d68c4d8446bac396a7884e66e43
23479,IPv6 On-Line Bootcamp 1.1,2d61c8711bc046e7acca1a81dd442aa3
23615,"Software Training 102: Release Process, Licensing, Compliance, and Fulfillment",e494bf7011e44ec1b8b8818a036dceee
23634,"NPI: CUAC-Cisco Unified Attendant Console Advanced, 12.0.1 - Rowlf - UCTG",fd791fc569674266bef9d7d4090ad17a
23649,NPI: Enhanced Network as a sensor with Encrypted Traffic Analytics -Part 1,2bb11da7ae3647269263c40bd62d32a2
23671,IOS Routing Internals,eff2e32ac4a641e4b85cda5bc91a1e7b
23789,CRM Unification: Release 2b Training for Agents,f333a55317074e72a3310e8fdb5e5e29
23808,NPI: Cisco TelePresence SX20 Quick Set (Asterix),e3a87f3a59e545c495d0c9d5aea0200c
23809,NPI: TelePresence Video Communication Server & Expressway Series - VCS - X8.6 - (Monroe's) - CIBU,9e13f5374deb4feb8558ce4a02978882
23832,"CTO 306A: BOM Manager Functionality in New Oracle R12 System, Part 1 of 2",b94f42059c7d421eb315e915cc41cc7e
23833,"CTO 306B:  BOM Manager Functionality in New Oracle R12 System, Part 2 of 2",649cb650286045e19eeef957dbdeea7e
23837,CTO 410: Purchase Order Automation based on CCMT Approvals for PPV and NRE,f4dd144636e74585b7ba0ecf381ca45d
23853,Component Risk Rating Process v.3,63b904e16cf04761b5790c18bb62f42a
23858,Last Time Buy Program,69b0406e4a3a4153bd479919b1ac1bc6
23861,NPI Lean Set-up and ROP Sizing Guidelines,1bf00c19e8d644cba71e8efb07301414
23862,NPI Lean Setup Work Instructions,bd08bdad04cc400ea3d3d42829dbb4dc
23888,Software Platform and Product Integration Training,8bad45cadba54cda96bf005de3bf7876
23963,"NPI: Stealthwatch 6.9.1, including CTA Integration",e0e00522d3d54ccf8390ccbbf30e9791
23987,NPI: ThreatGrid Appliance 101,826a50aea347440ebf49b33c0bf3ee2e
24220,Call Manager Troubleshooting Bootcamp,dc41613a13a74e6895e6bdab3e796792
24290,"NPI: NPI: Cisco IOS feature release for Catalyst 2960L ,10G model - 15.2(6)E/3.10.0E - Pretzel",4560f2ffc3514ab49e590e6c624fdb3e
24420,Systems Integrator (SI) Overview,8cd728a188ea4cce85b1f3a964b6e6c3
24427,NPI: IOS-XE3.4.0S/IOS15.3(1)S,17c7adbf2381443bb7595d6e482ba432
24428,NPI: Nexus 9000 Standalone Nuage Controller L3 - INSBU,45c7c16c64cf4e9fa925bd8da87362d9
24499,EngLI: HeadStart NCH Friday Connect,7ce4ef9c64a74553bbc2a18077cfafcf
24502,EngLI: Headstart - Campus to Corporate,58982604de3040229879b974d6642b33
24594,NPI: Nexus 9000 Standalone HW/SW Release 7.0(3)I7(3) Greensboro +,019db956e17f403daf3db883538a6db7
24620,NPI: Collaboration Endpoint Software - CE9.3.0 - TCG,f098fcd5245d4055bc2c1516865fdbb3
24642,"ENG: ASIC Design Process (ADP), Jul2015",e621a94795834f0e9f3441cedce71af6
24723,MPLS 101: Basics of L3 and L2VPN,c81bebb2b0ff42d7a4a2179decb016dc
24798,TheU: Big Bets: Marketing to Service Providers,2d02ee5d03ef4a9181f289b418a14f35
24981,Executive Review  Automation Toolkit - Create the All Audiences deck with smartnet and oracle pid,033db427a91847419ab1ede66886e50a
25004,Firepower Level 1:  GPMO Training and Enablement program,94183136ca044459b720d2a9a1817634
25009,NPI:Cisco Prime Infrastructure 1.4.1,cf40f0533742428aa757aea6d5d3a6df
25062,NPI:Cisco ASR 1000 - Vod,f09699098219496d9e6a1cd890d8b579
25089,NPI: AnyConnect ¿ Cloud Security (OpenDNS Integration) - - 4.3 - MR1 -,d542ca703ae448019305608e66530c7f
25160,"Englc: Cisco Trendy Tech Talk 1: SD-WAN / Intent-Based Networking Across the Branch, WAN, and Cloud",e832138b43cb486dab8cad399cf78e45
25206,Cisco Ex Products Supply Chain Process and Customer Escalation Process,dcd8867932164d9192b5ef54ddc31165
25248,IPv6 Fundamentals,1f91dcb26add4208bc47bcc786b4ab2c
25270,Englc-LSS:Oral English over Phone (Business/Daily Life Topic series),59081ba664ab418b909802501cc4b77f
25328,NPI: ASR903 RSP2 and Phase 2 IM-,eea3a942a31440098bf0cbcb65f59e72
25329,NPI: ASR920 (Striker)-,1c4ad4b8afec4519bf9d7b896f4ace16
25353,Data Protection Basics for Services Engineers,4faea2617d7f4e158f9264a52d931e0a
25354,What Services Engineers Need to Know About Protecting Data,bbab82fbb4f2439c862258aadd272c92
25363,F2S - Drive Success,6b5d34df576a4d4a89131a6e392ac530
25543,BO XI R3 WebI Fundamentals,aeedd90e213a4990af3d08b2f4601505
25576,NPI: UCSC C3260 Density Optimized Server - UCS - - Colusa 2 - Server Access Virtualization (SAVBU),11f163429bdd4f9ca57d8bb94caaa1f0
25577,NPI: Unified Computing System C3160 Storage Optimized Server - UCS - - Colusa - SAVBU - Server Access Virtualization (SAVBU),ef926805d274405a84786950389f7c3f
25653,Compliance: Introduction to SOX Training,9516e4a0571748bfbe3b8729272a58a2
25818,Services NET : Get Compliant,90ed3f8c66594d1aafa8074852e5fbd8
25821,Services NET: Know Our Business (EMEAR),b14d9bc617bb472a851817206c5924fa
25843,NPI: Advanced Terminal Services Agent Troubleshooting,e9f7b9851726483c97858626daadf1ec
25844,NPI: Firepower Extensible Operating System - - 2.0.1 - Abbey Road - SourceFire (SFBU),3ca2735772844c9080fea2975d5e864d
25846,NPI: Firepower Extensible Operating System 2.1.1 - Barbican,128d4e383a8b4f81a7a7e76949cd8ea3
25874,Cisco Failure Analysis - Request Process,7f1072f06a7a4d2288ec5fd60c093065
25987,Compliance: New and Updated Human Rights Training - FY17,dd14722a50414fdc844a9f8007073e0c
26043,NPI: Virtual Digital Content Manager & Digital Content Manager - vDCM 8.0 & DCM 21.00 - SPVSS,1862841a7bcb404aa1bc269e8c52f32f
26076,ENG: Polaris 3D: Decoder and Debug Tools,3bab2b5854a64726bbd976e752181197
26079,NPI: 1E-2000 Series (Camaro),87a83a2236dd4c1d8da0a03dc1066810
26080,NPI: IOTSSG - SW Release for Catalyst Switches and IE Switches (Cat 3K/4K/IE2K/IE3K/IE4K/IE5K) -15.2(6)E/XE3.10E,7712f5af287a46b08dfa274ed78365da
26147,NPI:ME 3400E (Sharks),708b1b86ddc14a22be9bd4f56387dcf6
26194,Bookings Dashboard Training,9442171c6871484ba3d30c7e75d45baf
26407,Compliance: Prevention of Sexual Harassment India Training - FY17,cce63748e8214883a088f5b9bb811b23
26423,Cisco One Open Networking Hands on Training Portal,594d89c36f274005866d6144e42a2c90
26424,Composite Software Training Portal,ed00cc6c33724134acd2ddd9295d6407
26425,Deploying Gatekeepers,ded5b41ca26b4eeaabf1d829cc761c02
26427,NPI: IOS XE3.10.0S and IOS 15.3(3)S Release-,32023607ee0f454b99fb3d170dc9f95e
26428,NPI: Video Communication Server (VCS) New Appliance - CE1000 (Shire Horse),45693d7be7ce4b3bb1b14f22f209d650
26430,SmarTAC Training Portal,133292740bfe4877bda5130644976e6a
26493,Resource Profile for Individual Contributors,e7d61fa869914a9b8ef9756da5154420
26512,TheU: Street Smarts: Huawei with Jeremy Bevan and Javier Camacho,422595df10104d57a89c8d6b6522e02d
26596,CX orientation,6b3448d8089248a796d9133574a68c82
26752,New Hire TAC Softskills Training,65672dd4ff924c8a89dd77ea29f70505
26865,Services NET Manager: Know Our Business,8e3f3ebc3163473cbf142c0ea42ab240
26888,"Unified Communication Manager Troubleshooting Class, September 2012",9b532206cf894d88a6eb60897448f2a3
26917,CSE:Advanced LAN Switching Online Bootcamp 2.1,2e8a1b86ca5f48ec8f079d8e3c76798f
26977,Compliance: APJC Expense Compliance Training,1d331ec775564293a125c131cd61ddf8
27078,Compliance  Machine Guarding Training v2,68b18ee577274dc385c3aeb441ea066c
27080,Compliance: Global Chemical Waste Safety Training V2,03bfd07a25df4261869c0e3b15fdae4d
27098,NPI: Catalyst 3850 - HA/Stacking Post-FCS Training,4ca3e82080bf4c199e17794e07f5f019
27390,NPI: Aggregation Services Routers (ASR) 920 Outdoor - Striker O - PABU - Provider Access (PABU),6704813b989f4ef69892de9c7100a7e8
27533,EIG- Collab Induction Training  Week 3,cae3a443511a4bddaf2f6ca6b9b5ff77
27534,EIG- Collab Induction Training  Week 4,df2d885100ff49b9a19ea2e88e026bc7
27535,EIG- The Cisco Network and Day in the life of CE/BA/PS/BD/SA,b9ef53a6adcf44548b862ce7cb6e04b9
27536,Foundational Training Recap and Lab Session,a86c07cbf8c448d4abea1351826870b2
27537,Foundational Training Recap and Lab Session,9311e53fb1764dad9c5668144c0fefb3
27544,EIG- UI Induction Training  Week 3,eaaa8998622d483a8dee6ea063d581e8
27545,EIG- UI Induction Training  Week 4,3fbef722285a4c818eafd74c8c5e341f
27572,EIG- BCS Induction Training  Week 3,381c762b50de4d56aa15b36f9f77954b
27573,EIG- BCS Induction Training  Week 4,fdebe7f00c6b4fcb961bbce57570390d
